county_id,site_id,county,is_changed,site,street,city,zip,lat,lng
10,25,BRUNSWICK,1,SOUTH BRUNSWICK ISLANDS CENTER,9400 OCEAN HWY W,CAROLINA SHORES,28467,33.92265,-78.57625
10,26,BRUNSWICK,1,OAK ISLAND RECREATION CENTER,3003 E OAK ISLAND DR,OAK ISLAND,28465,33.917167,-78.130876
10,27,BRUNSWICK,1,NORTH BRUNSWICK HIGH SCHOOL,114 SCORPION DR,LELAND,28451,34.240213,-78.024018
10,28,BRUNSWICK,1,NCDOT BRIDGE MAINTENANCE BUILDING,24 OLD RIVER RD,LELAND,28451,34.230997,-77.98833
10,29,BRUNSWICK,1,NATIONAL GUARD ARMORY,5050 MAIN ST,SHALLOTTE,28470,33.96642,-78.39407
10,30,BRUNSWICK,1,BRUNSWICK EDUCATIONAL TRANSITION CENTER,104 OCEAN HWY E,SUPPLY,28462,34.017612,-78.272446
10,31,BRUNSWICK,1,BRUNSWICK COUNTY BOARD OF ELECTIONS OFFICE,75 STAMP ACT DR NE,BOLIVIA,28422,34.057402,-78.164504
11,32,BUNCOMBE,1,WOODFIN COMMUNITY CENTER,11 COMMUNITY ST,ASHEVILLE,28804,35.635895,-82.59345
11,33,BUNCOMBE,1,WEST ASHEVILLE BRANCH LIBRARY,942 HAYWOOD AVE,ASHEVILLE,28806,35.580787,-82.601698
11,34,BUNCOMBE,1,WEAVERVILLE TOWN HALL,30 S MAIN ST,WEAVERVILLE,28787,35.694714,-82.56031
11,35,BUNCOMBE,1,SOUTH BUNCOMBE BRANCH LIBRARY,260 OVERLOOK RD,ASHEVILLE,28803,35.487556,-82.53783
11,36,BUNCOMBE,1,SKYLAND FIRE DEPARTMENT,9 MILLER RD,ASHEVILLE,28803,35.484671,-82.52404
11,37,BUNCOMBE,1,POLE CREEK BAPTIST CHURCH,96 SNOW HILL CHURCH RD,CANDLER,28715,35.569267,-82.71239
11,38,BUNCOMBE,1,NORTH ASHEVILLE BRANCH LIBRARY,1030 MERRIMON AVE,ASHEVILLE,28804,35.632862,-82.55513
11,39,BUNCOMBE,1,LEICESTER BRANCH LIBRARY,1561 ALEXANDER RD,LEICESTER,28748,35.658283,-82.69328
11,40,BUNCOMBE,1,JUPITER VOLUNTEER FIRE DEPTARMENT,331 JUPITER RD,WEAVERVILLE,28787,35.758617,-82.56644
11,41,BUNCOMBE,1,HEAVENS CLOUD RETREAT CENTER,130 SARDIS RD,ASHEVILLE,28806,35.531876,-82.62125
11,42,BUNCOMBE,1,FAIRVIEW BRANCH LIBRARY,1 TAYLOR RD,FAIRVIEW,28730,35.525063,-82.414
11,43,BUNCOMBE,1,BUNCOMBE COUNTY BOARD OF ELECTIONS OFFICE,35 WOODFIN ST,ASHEVILLE,28801,35.598637,-82.549866
11,44,BUNCOMBE,1,BLACK MOUNTAIN BRANCH LIBRARY,105 N DOUGHERTY ST,BLACK MOUNTAIN,28711,35.615967,-82.32205
11,45,BUNCOMBE,1,BEE TREE FIRE DEPARTMENT,510 BEE TREE RD,SWANNANOA,28778,35.612564,-82.42077
11,46,BUNCOMBE,1,ASHEVILLE MALL,3 S TUNNEL RD,ASHEVILLE,28805,35.59755,-82.53579
12,47,BURKE,1,SENIOR CENTER,501 N GREEN ST,MORGANTON,28655,35.748498,-81.698459
12,48,BURKE,1,RUTHERFORD COLLEGE TOWN HALL,980 MALCOLM BLVD,RUTHERFORD COLLEGE,28671,35.752621,-81.525399
12,49,BURKE,1,HILDEBRAN PARK DEPOT,114 MAIN ST E,HILDEBRAN,28637,35.712044,-81.420753
12,50,BURKE,1,BURKE COUNTY BOARD OF ELECTIONS OFFICE,2128 S STERLING ST,MORGANTON,28655,35.724771,-81.661254
13,51,CABARRUS,1,KANNAPOLIS TRAIN DEPOT,201 S MAIN ST,KANNAPOLIS,28081,35.495981,-80.62467
13,52,CABARRUS,1,HARRISBURG LIBRARY,201 SIMS PKWY,HARRISBURG,28075,35.319496,-80.65986
13,53,CABARRUS,1,CONCORD FIRE STATION #7,250 INTERNATIONAL DR NW,CONCORD,28027,35.428738,-80.654884
13,54,CABARRUS,1,CABARRUS COUNTY BOARD OF ELECTIONS OFFICE,369 CHURCH ST N,CONCORD,28025,35.421024,-80.59056
14,55,CALDWELL,1,SHUFORD RECREATION CENTER,51 PINEWOOD RD,GRANITE FALLS,28630,35.81147,-81.43833
14,56,CALDWELL,1,CITY/COUNTY CHAMBERS,905 WEST AVE,LENOIR,28645,35.91418,-81.540659
14,57,CALDWELL,1,CALDWELL COUNTY PUBLIC LIBRARY - LENOIR,120 HOSPITAL AVE,LENOIR,28645,35.922066,-81.52462
15,58,CAMDEN,0,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,CAMDEN,27921,36.329205,-76.174975
16,59,CARTERET,1,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,CEDAR POINT,28584,34.694224,-77.072863
16,60,CARTERET,1,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,NEWPORT,28570,34.76631,-76.85917
16,61,CARTERET,1,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70,DAVIS,28524,34.799257,-76.462234
16,62,CARTERET,1,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST,BEAUFORT,28516,34.728573,-76.640724
17,63,CASWELL,1,PELHAM FIRE DEPARTMENT,4895 OLD US HIGHWAY 29,PELHAM,27311,36.502605,-79.474424
17,64,CASWELL,1,LEASBURG FIRE DEPARTMENT,5783 NC HIGHWAY 119 N,LEASBURG,27291,36.403704,-79.214289
17,65,CASWELL,1,CHERRY GROVE RURITAN CLUB,7152 CHERRY GROVE RD,REIDSVILLE,27320,36.30577,-79.467532
17,66,CASWELL,1,CASWELL COUNTY BOARD OF ELECTIONS OFFICE,140 MAIN ST,YANCEYVILLE,27379,36.403898,-79.333458
18,67,CATAWBA,1,SOUTHWEST LIBRARY,2944 S NC 127 HWY,HICKORY,28602,35.68588,-81.366556
18,68,CATAWBA,1,"SHERRILLS FORD/TERRELL FIRE & RESCUE, INC",4011 SLANTING BRIDGE RD,SHERRILLS FORD,28673,35.58383,-80.99087
18,69,CATAWBA,1,MAIN LIBRARY,115 WEST 'C' ST,NEWTON,28658,35.661456,-81.224646
18,70,CATAWBA,1,HIGHLAND RECREATION CENTER,1451 8TH ST DR NE,HICKORY,28601,35.749522,-81.316027
18,71,CATAWBA,1,CONOVER STATION,403 CONOVER STATION SE,CONOVER,28613,35.703804,-81.220215
19,72,CHATHAM,1,SILER CITY COMMUNITY CENTER,111 S THIRD AVE,SILER CITY,27344,35.72271,-79.459643
19,73,CHATHAM,1,GOLDSTON TOWN HALL,40A CORAL AVE,GOLDSTON,27252,35.590429,-79.327412
19,74,CHATHAM,1,COLE PARK PLAZA SUITE 232,11470 US HWY 15-501 N,CHAPEL HILL,27517,35.846582,-79.08942
19,75,CHATHAM,1,CHATHAM COUNTY BOARD OF ELECTIONS OFFICE,984 THOMPSON ST,PITTSBORO,27312,35.72063,-79.159096
20,76,CHEROKEE,0,CHEROKEE COUNTY BOARD OF ELECTIONS OFFICE,40 PEACHTREE ST,MURPHY,28906,35.087257,-84.03377
21,77,CHOWAN,0,CHOWAN COUNTY BOARD OF ELECTIONS OFFICE,730 N GRANVILLE ST,EDENTON,27932,36.069275,-76.60868
22,78,CLAY,0,CLAY COUNTY BOARD OF ELECTIONS OFFICE,54 CHURCH ST,HAYESVILLE,28904,35.046024,-83.81762
23,79,CLEVELAND,1,KINGS MOUNTAIN WOMEN'S CLUB,108 E MOUNTAIN ST,KINGS MOUNTAIN,28086,35.238876,-81.341366
23,80,CLEVELAND,1,CLEVELAND COUNTY BOARD OF ELECTIONS OFFICE,215 PATTON DR,SHELBY,28150,35.289776,-81.5348
23,81,CLEVELAND,1,BOILING SPRINGS TOWN  HALL,145 S MAIN ST,BOILING SPRINGS,28017,35.247363,-81.665574
24,82,COLUMBUS,1,TABOR CITY COURT HOUSE,110 W FOURTH ST,TABOR CITY,28463,34.14782,-78.87946
24,83,COLUMBUS,1,FAIR BLUFF FIRE DEPT,653 RAILROAD ST,FAIR BLUFF,28439,34.31292,-79.035706
24,84,COLUMBUS,1,EC SENIOR CENTER,2696 GENERAL HOWE HWY,RIEGELWOOD,28456,34.357044,-78.277174
24,85,COLUMBUS,1,COLUMBUS COUNTY BOARD OF ELECTIONS OFFICE,50 LEGION DR,WHITEVILLE,28472,34.336605,-78.72143
24,86,COLUMBUS,1,CHADBOURN MUNICIPAL ANNEX,208 E 1ST AVE,CHADBOURN,28431,34.32363,-78.824646
24,87,COLUMBUS,1,BOLTON TOWN HALL,221 9TH ST,BOLTON,28423,34.3203,-78.407646
25,88,CRAVEN,1,VANCEBORO FIRE DEPARTMENT,375 NC HIGHWAY 43,VANCEBORO,28586,35.310328,-77.16029
25,89,CRAVEN,1,RHEMS FIRE DEPARTMENT,5860 US 17 HWY S,NEW BERN,28561,35.071491,-77.180918
25,90,CRAVEN,1,HAVELOCK STATE FARM COMPLEX,288 US 70 HWY W,HAVELOCK,28532,34.903112,-76.931221
25,91,CRAVEN,1,CRAVEN COUNTY BOARD OF ELECTIONS OFFICE,406 CRAVEN ST,NEW BERN,28560,35.10824,-77.03794
25,92,CRAVEN,1,COVE CITY FD,425 S MAIN ST,COVE CITY,28523,35.183178,-77.319664
26,93,CUMBERLAND,1,SMITH RECREATION CENTER,1520 SLATER AVE,FAYETTEVILLE,28301,35.077923,-78.89799
26,94,CUMBERLAND,1,OFFICE,227 FOUNTAINHEAD LN,FAYETTEVILLE,28301,35.054283,-78.890884
26,95,CUMBERLAND,1,NORTH REGIONAL LIBRARY,855 MCARTHUR RD,FAYETTEVILLE,28311,35.129074,-78.89511
26,96,CUMBERLAND,1,HOPE MILLS RECREATION CENTER,5766 ROCKFISH RD,HOPE MILLS,28348,34.972565,-78.956955
26,97,CUMBERLAND,1,EE MILLER RECREATION CENTER,1347 RIM RD,FAYETTEVILLE,28314,35.053993,-79.04546
26,98,CUMBERLAND,1,EAST REGIONAL LIBRARY,4809 CLINTON RD,FAYETTEVILLE,28312,35.03654,-78.76215
26,99,CUMBERLAND,1,CLIFFDALE RECREATION CENTER,6404 CLIFFDALE RD,FAYETTEVILLE,28314,35.05901,-78.99342
27,100,CURRITUCK,0,CURRITUCK COUNTY BOARD OF ELECTIONS OFFICE,2811 CARATOKE HWY,CURRITUCK,27929,36.452644,-76.02398
28,101,DARE,1,PITT CENTER,5375 N VIRGINIA DARE TRL,KITTY HAWK,27949,36.100689,-75.715084
28,102,DARE,1,FESSENDEN CENTER,46830 HIGHWAY 12 HWY,BUXTON,27920,35.26676,-75.521772
28,103,DARE,1,DARE COUNTY BOARD OF ELECTIONS OFFICE,954 MARSHAL COLLINS DR,MANTEO,27954,35.890197,-75.664494
28,104,DARE,1,BAUM CENTER,300 MUSTIAN ST,KILL DEVIL HILLS,27948,36.009975,-75.659988
29,105,DAVIDSON,1,THOMASVILLE LIBRARY,14 RANDOLPH ST,THOMASVILLE,27360,35.882214,-80.08129
29,106,DAVIDSON,1,MIDWAY FIRE DEPT,228 MIDWAY SCHOOL RD,LEXINGTON,27295,35.95327,-80.215355
29,107,DAVIDSON,1,DENTON LIBRARY,310 W SALISBURY ST,DENTON,27239,35.633396,-80.120186
29,108,DAVIDSON,1,DAVIDSON COUNTY BOARD OF ELECTIONS OFFICE,945 N MAIN ST,LEXINGTON,27292,35.831546,-80.242282
30,109,DAVIE,1,WILLIAM R DAVIE VOL FIRE DEPT,3401 US HIGHWAY 601 HWY N,MOCKSVILLE,27028,35.979537,-80.622345
30,110,DAVIE,1,JERUSALEM VOL FIRE DEPT,7185 NC HIGHWAY 801 HWY S,MOCKSVILLE,27028,35.83114,-80.535554
30,111,DAVIE,1,FORK BAPTIST CHURCH,3140 US HIGHWAY 64 E,MOCKSVILLE,27028,35.879433,-80.446
30,112,DAVIE,1,DAVIE COUNTY BOARD OF ELECTIONS OFFICE,161 POPLAR ST,MOCKSVILLE,27028,35.898777,-80.5562
30,113,DAVIE,1,BERMUDA RUN TOWN HALL,120 KINDERTON BLVD,BERMUDA RUN,27006,36.009686,-80.42583
31,114,DUPLIN,1,KENAN MEMORIAL AUDITORIUM,437 N MAIN ST,KENANSVILLE,28349,34.965424,-77.96026
32,115,DURHAM,1,SOUTH REGIONAL LIBRARY,4505 S ALSTON AVE,DURHAM,27713,35.90304,-78.888463
32,116,DURHAM,1,NORTH REGIONAL LIBRARY,221 MILTON RD,DURHAM,27712,36.08929,-78.91363
32,117,DURHAM,1,NCCU ONESTOP,1801 FAYETTEVILLE ST,DURHAM,27707,35.972582,-78.900103
32,118,DURHAM,1,DURHAM COUNTY BOARD OF ELECTIONS OFFICE,201 N ROXBORO ST,DURHAM,27701,35.99468,-78.897925
33,119,EDGECOMBE,0,ROCKY MOUNT DEPARTMENT OF SOCIAL SERVICES,301 S FAIRVIEW RD,ROCKY MOUNT,27801,35.932236,-77.774605
33,120,EDGECOMBE,0,EDGECOMBE COUNTY MEMORIAL LIBRARY (PINETOPS BRANCH),201 SE FIRST ST,PINETOPS,27864,35.790049,-77.637854
33,121,EDGECOMBE,0,EDGECOMBE COUNTY ADMINISTRATIVE BUILDING - AUDITORIUM,201 ST ANDREW ST,TARBORO,27886,35.89609,-77.532425
34,122,FORSYTH,1,WALKERTOWN LIBRARY,2969 MAIN ST,WALKERTOWN,27051,36.169613,-80.15131
34,123,FORSYTH,1,SOUTH FORK REC CENTER (OUR HOUSE),4403 COUNTRY CLUB RD,WINSTON SALEM,27104,36.084736,-80.32532
34,124,FORSYTH,1,SEDGE GARDEN REC CENTER,401 ROBBINS RD,WINSTON SALEM,27107,36.075047,-80.15482
34,125,FORSYTH,1,POLO PARK REC CENTER,1850 POLO RD,WINSTON SALEM,27106,36.132816,-80.296005
34,126,FORSYTH,1,OLD TOWN REC CENTERE,4550 SHATTALON DR,WINSTON SALEM,27106,36.156765,-80.334236
34,127,FORSYTH,1,MAZIE WOODRUFF,4905 LANSING DR,WINSTON SALEM,27105,36.15097,-80.21386
34,128,FORSYTH,1,LEWISVILLE LIBRARY,6490 SHALLOWFORD RD,LEWISVILLE,27023,36.096848,-80.42017
34,129,FORSYTH,1,KERNERSVILLE SENIOR CENTER,130 E MOUNTAIN ST,KERNERSVILLE,27284,36.119273,-80.072567
34,130,FORSYTH,1,FORSYTH COUNTY BOARD OF ELECTIONS OFFICE,201 N CHESTNUT ST,WINSTON SALEM,27101,36.09665,-80.241646
34,131,FORSYTH,1,CLEMMONS LIBRARY,3554 CLEMMONS RD,CLEMMONS,27012,36.021915,-80.37677
35,132,FRANKLIN,0,YOUNGSVILLE LIBRARY,218 U S 1A HWY,YOUNGSVILLE,27596,36.020107,-78.485742
35,133,FRANKLIN,0,FRANKLINTON LIBRARY,9 W MASON ST,FRANKLINTON,27525,36.103634,-78.457115
35,134,FRANKLIN,0,FRANKLIN COUNTY BOARD OF ELECTIONS OFFICE,107 INDUSTRIAL DR,LOUISBURG,27549,36.103905,-78.29081
35,135,FRANKLIN,0,BUNN LIBRARY,610 MAIN ST,BUNN,27508,35.9541,-78.24638
36,136,GASTON,1,MOUNT HOLLY CITIZENS CENTER,400 E CENTRAL AVE,MOUNT HOLLY,28120,35.29671,-81.011
36,137,GASTON,1,GASTON COUNTY LIBRARY - MAIN BRANCH,1555 E GARRISON BLVD,GASTONIA,28054,35.252105,-81.15776
36,138,GASTON,1,GASTON COUNTY CITIZENS RESOURCE CENTER,1303 DALLAS CHERRYVILLE HWY,DALLAS,28034,35.315453,-81.196625
36,139,GASTON,1,GASTON COUNTY BOARD OF ELECTIONS OFFICE,410 W FRANKLIN BLVD,GASTONIA,28052,35.262838,-81.187958
37,140,GATES,1,GATES COUNTY PUBLIC LIBRARY,14 CYPRESS CREEK DR,GATESVILLE,27938,36.446556,-76.71091
37,141,GATES,1,GATES COUNTY ADMINISTRATIVE CONFERENCE ROOM,200 COURT ST,GATESVILLE,27938,36.403385,-76.75337
38,142,GRAHAM,0,GRAHAM COUNTY BOARD OF ELECTIONS OFFICE,18 COURT ST,ROBBINSVILLE,28771,35.323082,-83.806435
39,143,GRANVILLE,1,SOUTH BRANCH LIBRARY,1550 SOUTH CAMPUS DR,CREEDMOOR,27522,36.14237,-78.72221
39,144,GRANVILLE,1,RICHARD H. THORNTON LIBRARY CONFERENCE ROOM,210 MAIN ST,OXFORD,27565,36.309837,-78.587105
39,145,GRANVILLE,1,OXFORD PUBLIC WORKS BUILDING,227 W MC CLANAHAN ST,OXFORD,27565,36.310788,-78.594028
40,146,GREENE,0,GREENE COUNTY BOARD OF ELECTIONS OFFICE,110 SE FIRST ST,SNOW HILL,28580,35.45237,-77.663704
41,147,GUILFORD,1,WASHINGTON TERRACE PARK,101 GORDON ST,HIGH POINT,27260,35.966335,-79.98351
41,148,GUILFORD,1,OAK RIDGE TOWN HALL,8315 LINVILLE RD,OAK RIDGE,27310,36.171047,-79.99649
41,149,GUILFORD,1,OAK HOLLOW MALL,921 EASTCHESTER DR,HIGH POINT,27262,35.987026,-80.00434
41,150,GUILFORD,1,LEONARD RECREATION CENTER,6324 BALLINGER RD,GREENSBORO,27410,36.10171,-79.909836
41,151,GUILFORD,1,JAMESTOWN TOWN HALL,301 E MAIN ST,JAMESTOWN,27282,35.996624,-79.93516
41,152,GUILFORD,1,GUILFORD COUNTY BOARD OF ELECTIONS OFFICE,301 W MARKET ST,GREENSBORO,27401,36.072165,-79.792662
41,153,GUILFORD,1,GUILFORD AG CENTER,3309 BURLINGTON RD,GREENSBORO,27405,36.084152,-79.73962
41,154,GUILFORD,1,CRAFT RECREATION CENTER,3911 YANCEYVILLE ST,GREENSBORO,27405,36.1361,-79.776634
41,155,GUILFORD,1,BUR-MIL CLUB,5834 BUR-MILL CLUB RD,GREENSBORO,27410,36.167355,-79.86867
41,156,GUILFORD,1,BROWN RECREATION CENTER,302 E VANDALIA RD,GREENSBORO,27406,36.014753,-79.784755
41,157,GUILFORD,1,BARBER PARK,1500 DANS RD,GREENSBORO,27401,36.05519,-79.75106
42,158,HALIFAX,1,NEW RESOURCE BUILDING,316 W 3RD ST,ROANOKE RAPIDS,27870,36.469098,-77.652433
42,159,HALIFAX,1,FIRST BAPTIST CHURCH FELLOWSHIP HALL,577 FRANKLIN ST,ENFIELD,27823,36.176486,-77.657505
42,160,HALIFAX,1,AGRICULTURE BUILDING,359 FERRELL LN,HALIFAX,27839,36.322319,-77.58912
43,161,HARNETT,1,WESTERN HARNETT HIGH SCHOOL,10637 NC 27 W HWY,LILLINGTON,27546,35.335675,-78.979966
43,162,HARNETT,1,HARNETT COUNTY BOARD OF ELECTIONS OFFICE,308 W DUNCAN ST,LILLINGTON,27546,35.406023,-78.81963
43,163,HARNETT,1,ERWIN COMMUNITY BUILDING,110 W F ST,ERWIN,28339,35.325924,-78.67626
43,164,HARNETT,1,ANGIER ELEMENTARY,130 E MCIVER ST,ANGIER,27501,35.50428,-78.73588
44,165,HAYWOOD,0,LIBRARY,11 PENNSYLVANIA AVE,CANTON,28716,35.529648,-82.83616
44,166,HAYWOOD,0,HAYWOOD COUNTY SENIOR RESOURCE CENTER,81 ELMWOOD WAY,WAYNESVILLE,28786,35.51846,-82.988495
44,167,HAYWOOD,0,CLYDE MUNICIPAL BUILDING,8437 CAROLINA BLVD,CLYDE,28721,35.532887,-82.911736
45,168,HENDERSON,1,HENDERSON COUNTY BOARD OF ELECTIONS OFFICE,75 E CENTRAL ST,HENDERSONVILLE,28792,35.30532,-82.44385
45,169,HENDERSON,1,FLETCHER LIBRARY,120 LIBRARY RD,FLETCHER,28732,35.434723,-82.50274
45,170,HENDERSON,1,FLAT ROCK VILLAGE HALL,110 VILLAGE CENTER DR,FLAT ROCK,28731,35.273712,-82.44186
45,171,HENDERSON,1,ETOWAH LIBRARY,101 BRICKYARD RD,ETOWAH,28729,35.319546,-82.594955
45,172,HENDERSON,1,EDNEYVILLE RECREATION CENTER,15 IDA ROGERS DR,EDNEYVILLE,28727,35.382782,-82.35709
46,173,HERTFORD,0,HERTFORD COUNTY COOPERATIVE EXTENSION BLDG,301 W TRYON ST,WINTON,27986,36.396908,-76.93458
47,174,HOKE,0,ROCKFISH COMMUNITY BUILDING,2749 LINDSAY RD,RAEFORD,28376,35.000727,-79.067279
47,175,HOKE,0,HOKE COUNTY BOARD OF ELECTIONS OFFICE,227 N MAIN ST,RAEFORD,28376,34.980305,-79.2241
48,176,HYDE,1,OCRACOKE VOLUNTEER FIRE DEPARTMENT,822 IRVIN GARRISH RD,OCRACOKE,27960,35.108759,-75.976576
48,177,HYDE,1,HYDE COUNTY BOARD OF ELECTIONS OFFICE,30 OYSTER CREEK ST,SWAN QUARTER,27885,35.405654,-76.328825
49,178,IREDELL,1,WAR MEMORIAL RECREATION BUILDING,220 N MAPLE ST,MOORESVILLE,28115,35.581676,-80.807076
49,179,IREDELL,1,UNION GROVE FIRE DEPARTMENT,1994 W MEMORIAL HWY,UNION GROVE,28689,36.027454,-80.87125
49,180,IREDELL,1,TROUTMAN BAPTIST CHURCH,305 PERRY RD,TROUTMAN,28166,35.70002,-80.87916
49,181,IREDELL,1,PENINSULA BAPTIST CHURCH,687 BRAWLEY SCHOOL RD,MOORESVILLE,28117,35.581764,-80.87875
49,182,IREDELL,1,IREDELL COUNTY BOARD OF ELECTIONS OFFICE,203 STOCKTON ST,STATESVILLE,28677,35.788322,-80.88861
50,183,JACKSON,1,WOLFTOWN COMMUNITY GYM,28 LONG BRANCH,CHEROKEE,28719,35.46746,-83.260091
50,184,JACKSON,1,JACKSON COUNTY BOARD OF ELECTIONS OFFICE,876 SKYLAND DR,SYLVA,28779,35.38916,-83.20712
50,185,JACKSON,1,CULLOWHEE RECREATION CENTER,88 CULLOWHEE MOUNTAIN RD,CULLOWHEE,28723,35.290703,-83.1793
50,186,JACKSON,1,CASHIERS RECREATION CENTER,355 FRANK ALLEN RD,CASHIERS,28717,35.109547,-83.102234
51,187,JOHNSTON,1,THE CHURCH AT CLAYTON CROSSINGS,11407 US 70 BUS HWY W,CLAYTON,27520,35.650588,-78.471829
51,188,JOHNSTON,1,JCC CLEVELAND CAMPUS,9046 CLEVELAND RD,CLAYTON,27520,35.566826,-78.53062
51,189,JOHNSTON,1,FIRST BAPTIST CHURCH MINISTRY CENTER,125 S FOURTH ST,SMITHFIELD,27577,35.510242,-78.34478
51,190,JOHNSTON,1,BENSON AMERICAN LEGION BUILDING,605 N WALL ST,BENSON,27504,35.384666,-78.54669
51,191,JOHNSTON,1,ARCHER LODGE COMMUNITY BUILDING,14009 BUFFALO RD,CLAYTON,27527,35.694405,-78.375725
52,192,JONES,0,JONES COUNTY BOARD OF ELECTIONS OFFICE,367 NC HWY 58 S,TRENTON,28585,35.056067,-77.356692
53,193,LEE,0,MCSWAIN CENTER,2420 TRAMWAY RD,SANFORD,27330,35.4369,-79.191414
53,194,LEE,0,LEE COUNTY BOARD OF ELECTIONS OFFICE,225 S STEELE ST,SANFORD,27330,35.479006,-79.177405
54,195,LENOIR,1,V P MALL,834 HARDEE RD,KINSTON,28504,35.27409,-77.607025
54,196,LENOIR,1,TEACHERS MEMORIAL GYM,500 MARCELLA DR,KINSTON,28501,35.286774,-77.57501
54,197,LENOIR,1,RESCUE BUILDING,305 S CENTRAL AVE,PINK HILL,28572,35.052925,-77.74481
54,198,LENOIR,1,LENOIR COUNTY COOPERATIVE EXTENSION SERVICE,1791 HW11/55 HWY,KINSTON,28504,35.241199,-77.61932
54,199,LENOIR,1,LA VOL FIRE STATION,119 E RAILROAD ST LA,GRANGE,28551,35.30702,-77.786978
54,200,LENOIR,1,CARVER COURT,310 E BRIGHT ST,KINSTON,28501,35.25734,-77.57668
55,201,LINCOLN,1,SENIOR CENTER AT GASTON COLLEGE LINCOLN CAMPUS,514 S ACADEMY ST,LINCOLNTON,28092,35.467484,-81.253862
55,202,LINCOLN,1,PUMPKIN CENTER FIRE DEPARTMENT,2911 LEE LAWING RD,LINCOLNTON,28092,35.539864,-81.1163
55,203,LINCOLN,1,NORTH  BROOK COMMUNITY CENTER,568 HWY 274,VALE,28168,35.496981,-81.454033
55,204,LINCOLN,1,EAST LINCOLN COMMUNITY/RECREATION CENTER,8160 OPTIMIST CLUB RD,DENVER,28037,35.475376,-81.00083
55,205,LINCOLN,1,DENVER FIRE DEPARTMENT,3956 N HIGHWAY 16,DENVER,28037,35.534594,-81.035527
